id_mahasiswa,nama,tgl_lahir,bidang_studi,tahun_masuk,semester,biaya_masuk,diskon,bulan_masuk,pendapatan_ortu,tahun_lulus,kategori_pendapatan
2015Z011502,Alice Bennett,1997-09-25,Mechanical Engineering,2015,Gasal,5000000,1543582,Agustus,1872352,2019,Bawah
2015Z026450,Samantha Molina,2005-05-06,Mechanical Engineering,2015,Genap,5000000,1251877,Januari,6817718,2019,Menengah
2015Z018419,Logan Holder,2003-06-12,Computer Science,2015,Genap,7670715,1461092,Januari,1588345,2019,Bawah
2015Z005333,Kimberly Miller,2000-08-20,Electrical Engineering,2015,Gasal,6691529,4643402,Agustus,7447713,2019,Menengah
2015Z016823,Yvonne Vasquez,2000-02-06,Electrical Engineering,2015,Gasal,6691529,4647349,Agustus,7883581,2019,Menengah
2015Z009415,Jesus Jones,2003-05-09,Mechanical Engineering,2015,Genap,5000000,3556206,Januari,3421812,2019,Bawah
2015Z021402,Christopher Walters,2002-11-07,Chemical Engineering,2015,Genap,6663169,2300070,Januari,1521339,2019,Bawah
2015Z001378,Tracy Dixon,2005-04-03,Electrical Engineering,2015,Genap,6691529,4907694,Januari,8229854,2019,Menengah
2015Z012215,Kevin Trevino,2005-06-05,Mechanical Engineering,2015,Genap,5000000,2671884,Januari,8404724,2019,Menengah
2015Z011905,Jacqueline Martinez,2004-11-14,Chemical Engineering,2015,Genap,6663169,3552392,Januari,1568354,2019,Bawah
2015Z007842,Rachel Lane,2000-01-30,Chemical Engineering,2015,Gasal,6663169,82692,Agustus,6138634,2019,Menengah
2015Z012543,Robert Cook,2004-02-15,Computer Science,2015,Genap,7670715,514091,Januari,3436596,2019,Bawah
2015Z010036,David Robinson,2004-09-12,Mechanical Engineering,2015,Genap,5000000,515887,Januari,9823375,2019,Menengah
2015Z000481,Brandi Myers,2003-01-03,Civil Engineering,2015,Gasal,5000000,4454594,Agustus,7700620,2019,Menengah
2015Z000675,Kimberly Lloyd,2002-07-05,Civil Engineering,2015,Gasal,5000000,1387682,Agustus,3481678,2019,Bawah
2015Z031745,Sergio Allen DVM,2003-12-25,Electrical Engineering,2015,Gasal,6691529,1478584,Agustus,2196922,2019,Bawah
2015Z020409,Nicholas Hernandez,1997-08-27,Computer Science,2015,Gasal,7670715,3856679,Agustus,8518739,2019,Menengah
2015Z022108,Kelly Griffith,1998-10-31,Chemical Engineering,2015,Genap,6663169,3405256,Januari,4605902,2019,Bawah
2015Z022546,Tonya Lowe,2000-12-11,Mechanical Engineering,2015,Gasal,5000000,1716739,Agustus,9735360,2019,Menengah
2015Z006236,Joy Williams,2003-03-14,Computer Science,2015,Genap,7670715,2097529,Januari,9329402,2019,Menengah
2015Z017437,Valerie Fernandez,1998-10-13,Mechanical Engineering,2015,Gasal,5000000,2488910,Agustus,4490372,2019,Bawah
2015Z026593,Frank Dorsey,2000-12-24,Mechanical Engineering,2015,Genap,5000000,2036508,Januari,8407847,2019,Menengah
2015Z017984,Tammy Villarreal,2004-10-11,Computer Science,2015,Genap,7670715,2564035,Januari,17013004,2019,Atas
2015Z013439,Heather Miller,1997-11-28,Computer Science,2015,Gasal,7670715,3339790,Agustus,6244141,2019,Menengah
2015Z016047,Samuel Potts,2006-05-17,Chemical Engineering,2015,Genap,6663169,4644671,Januari,2346623,2019,Bawah
2015Z030838,Tracy Smith,1999-08-30,Electrical Engineering,2015,Genap,6691529,2777209,Januari,6636164,2019,Menengah
2015Z009806,Troy Galloway,2004-08-13,Chemical Engineering,2015,Genap,6663169,2359257,Januari,4954672,2019,Bawah
2015Z014340,Michelle Robinson,2003-03-13,Electrical Engineering,2015,Genap,6691529,1004638,Januari,2178756,2019,Bawah
2015Z014355,Heather Franklin,2001-05-10,Chemical Engineering,2015,Genap,6663169,2879906,Januari,1825583,2019,Bawah
2015Z001816,Annette Sandoval,2002-01-30,Electrical Engineering,2015,Genap,6691529,3261514,Januari,1392617,2019,Bawah
2015Z023128,Andrew Cooper,2004-09-17,Mechanical Engineering,2015,Genap,5000000,2945423,Januari,9496605,2019,Menengah
2015Z004207,Tamara Bell,2004-11-02,Chemical Engineering,2015,Genap,6663169,1410860,Januari,3509175,2019,Bawah
2015Z001412,Colton Johnson,2000-10-23,Mechanical Engineering,2015,Genap,5000000,3930122,Januari,3972642,2019,Bawah
2015Z000274,Stephen Williams,2004-06-04,Electrical Engineering,2015,Gasal,6691529,1731458,Agustus,7033007,2019,Menengah
2015Z021147,Cody Smith,2003-07-03,Electrical Engineering,2015,Gasal,6691529,829803,Agustus,9707998,2019,Menengah
2015Z013587,Travis Simpson,2006-02-02,Computer Science,2015,Genap,7670715,2351041,Januari,4298313,2019,Bawah
2015Z016548,Eric Parrish,2005-06-09,Civil Engineering,2015,Genap,5000000,3559849,Januari,4150637,2019,Bawah
2015Z013109,Felicia Carter,2004-05-29,Chemical Engineering,2015,Genap,6663169,2682379,Januari,2436960,2019,Bawah
2015Z010460,Bruce Miller,2003-12-26,Electrical Engineering,2015,Genap,6691529,2811455,Januari,2396565,2019,Bawah
2015Z028879,Tiffany Key,2000-10-14,Electrical Engineering,2015,Gasal,6691529,1021975,Agustus,6776515,2019,Menengah
2015Z028812,Michelle Oconnor,2004-06-05,Mechanical Engineering,2015,Gasal,5000000,1888544,Agustus,6622938,2019,Menengah
2015Z022592,Carl Palmer,2001-09-10,Civil Engineering,2015,Gasal,5000000,3978668,Agustus,6321777,2019,Menengah
2015Z024055,Mary Bell,1997-11-22,Civil Engineering,2015,Gasal,5000000,1531567,Agustus,6256117,2019,Menengah
2015Z018816,Steven Grant,2002-02-03,Chemical Engineering,2015,Gasal,6663169,2817752,Agustus,2553730,2019,Bawah
2015Z026207,Tonya Simon,2001-08-18,Electrical Engineering,2015,Genap,6691529,3462028,Januari,8349800,2019,Menengah
2015Z008417,Daniel Kirby,1997-12-26,Computer Science,2015,Genap,7670715,2668987,Januari,2885089,2019,Bawah
2015Z012682,Katelyn Chen MD,2002-03-14,Civil Engineering,2015,Gasal,5000000,4359550,Agustus,3157495,2019,Bawah
2015Z005837,Kathleen Brown,2000-09-12,Computer Science,2015,Genap,7670715,2147361,Januari,2566642,2019,Bawah
2015Z011618,Christopher Carson,2005-06-09,Computer Science,2015,Gasal,7670715,3813224,Agustus,1175149,2019,Bawah
2015Z020381,Carlos Mcclure,2000-05-24,Chemical Engineering,2015,Gasal,6663169,1541548,Agustus,9713281,2019,Menengah
2015Z019710,Travis Weber,1997-11-06,Civil Engineering,2015,Gasal,5000000,230229,Agustus,7625373,2019,Menengah
2015Z021736,Linda Roberts,2003-08-24,Civil Engineering,2015,Gasal,5000000,2992140,Agustus,2165845,2019,Bawah
2015Z001787,Annette Ruiz,2002-07-15,Computer Science,2015,Gasal,7670715,4336008,Agustus,2935541,2019,Bawah
2015Z008030,Megan Anderson,2001-09-09,Civil Engineering,2015,Genap,5000000,782903,Januari,1731979,2019,Bawah
2015Z019741,Kayla Roberts,2006-04-24,Computer Science,2015,Genap,7670715,3482359,Januari,2363293,2019,Bawah
2015Z031257,Leslie Andrews,2001-07-31,Chemical Engineering,2015,Genap,6663169,4508133,Januari,3390742,2019,Bawah
2015Z012705,Andrea Parker,2004-10-25,Electrical Engineering,2015,Gasal,6691529,2520308,Agustus,8751938,2019,Menengah
2015Z011030,Richard Anthony,2005-01-16,Computer Science,2015,Genap,7670715,1966982,Januari,4355185,2019,Bawah
2015Z031344,Sharon Fleming,2000-02-06,Computer Science,2015,Gasal,7670715,4536794,Agustus,7661672,2019,Menengah
2015Z010131,Lisa Smith,2002-07-19,Computer Science,2015,Genap,7670715,2657774,Januari,9956842,2019,Menengah
2015Z023801,Kyle Cook,2005-11-05,Chemical Engineering,2015,Genap,6663169,1326027,Januari,2946103,2019,Bawah
2015Z005342,Scott Harris,2005-10-06,Computer Science,2015,Gasal,7670715,1869851,Agustus,8464559,2019,Menengah
2015Z004878,Phillip Johnson,2000-11-05,Computer Science,2015,Gasal,7670715,3351204,Agustus,9014575,2019,Menengah
2015Z011656,Gabriela Whitehead,2001-06-22,Computer Science,2015,Genap,7670715,4244100,Januari,9624830,2019,Menengah
2015Z001088,Aaron Mitchell,1997-09-12,Chemical Engineering,2015,Gasal,6663169,300771,Agustus,2444320,2019,Bawah
2015Z017585,Anthony Hall,2003-07-26,Chemical Engineering,2015,Gasal,6663169,3555066,Agustus,1249747,2019,Bawah
2015Z031287,Erica Wright,2000-12-20,Computer Science,2015,Genap,7670715,2957389,Januari,19382645,2019,Atas
2015Z013941,Jeffrey Flores,1998-09-08,Chemical Engineering,2015,Gasal,6663169,2430636,Agustus,4309277,2019,Bawah
2015Z022405,Mr. William Ferguson,2001-01-30,Computer Science,2015,Genap,7670715,744447,Januari,7579222,2019,Menengah
2015Z007443,Emily Rodriguez,2005-07-24,Civil Engineering,2015,Genap,5000000,4874370,Januari,1875969,2019,Bawah
2015Z018907,James Anthony,2003-04-02,Chemical Engineering,2015,Gasal,6663169,4569435,Agustus,1528087,2019,Bawah
2015Z019550,John Mitchell,2002-10-29,Electrical Engineering,2015,Gasal,6691529,4035397,Agustus,1842661,2019,Bawah
2015Z001403,Elizabeth Walker,2000-11-25,Mechanical Engineering,2015,Genap,5000000,486277,Januari,19174087,2019,Atas
2015Z024236,Rachel Mcdonald,2003-04-30,Chemical Engineering,2015,Genap,6663169,4593900,Januari,4633803,2019,Bawah
2015Z007050,Carolyn Pierce,2000-12-20,Chemical Engineering,2015,Gasal,6663169,189499,Agustus,1875912,2019,Bawah
2015Z003707,Loretta Murillo,2002-11-04,Computer Science,2015,Genap,7670715,2668140,Januari,2819076,2019,Bawah
2015Z010163,Christopher Ray,2003-02-04,Computer Science,2015,Genap,7670715,4449042,Januari,2193561,2019,Bawah
2015Z018421,Christopher Giles,2004-04-25,Chemical Engineering,2015,Gasal,6663169,3474971,Agustus,18856113,2019,Atas
2015Z006015,Andrew Buck,2001-01-13,Electrical Engineering,2015,Genap,6691529,4326679,Januari,3911509,2019,Bawah
2015Z009310,Rebecca Cameron,2003-03-29,Mechanical Engineering,2015,Gasal,5000000,3548996,Agustus,3619315,2019,Bawah
2015Z016720,Jeffery Jackson,2000-12-05,Mechanical Engineering,2015,Genap,5000000,299753,Januari,3869360,2019,Bawah
2015Z005514,Jordan Wells,2001-02-16,Mechanical Engineering,2015,Gasal,5000000,2659141,Agustus,4457057,2019,Bawah
2015Z026430,William Mcneil,2003-05-20,Electrical Engineering,2015,Gasal,6691529,4079814,Agustus,3795224,2019,Bawah
2015Z026976,Trevor Terrell,1998-01-03,Civil Engineering,2015,Genap,5000000,3793125,Januari,4523912,2019,Bawah
2015Z021295,Jennifer Castro,2002-12-18,Civil Engineering,2015,Genap,5000000,4677149,Januari,2016592,2019,Bawah
2015Z030720,Zachary Schwartz,2004-04-20,Computer Science,2015,Genap,7670715,1266399,Januari,8482482,2019,Menengah
2015Z021936,Ronnie Valencia,1997-06-12,Chemical Engineering,2015,Genap,6663169,1273538,Januari,9103229,2019,Menengah
2015Z011897,Katie Clements,1999-04-13,Chemical Engineering,2015,Genap,6663169,1321796,Januari,1624690,2019,Bawah
2015Z011643,Joyce Rogers,2001-11-13,Mechanical Engineering,2015,Genap,5000000,1787640,Januari,12744812,2019,Atas
2015Z017051,Jeffery Butler,2000-12-06,Chemical Engineering,2015,Genap,6663169,2511009,Januari,1626194,2019,Bawah
2015Z013399,Emily Pratt,2001-09-30,Mechanical Engineering,2015,Genap,5000000,4579786,Januari,3373890,2019,Bawah
2015Z015269,Angela Jones,2001-07-28,Chemical Engineering,2015,Gasal,6663169,4151398,Agustus,9400732,2019,Menengah
2015Z020382,Ashley Harper,1998-07-01,Electrical Engineering,2015,Genap,6691529,1871221,Januari,7386479,2019,Menengah
2015Z030300,Juan Williams,2005-08-08,Computer Science,2015,Gasal,7670715,770675,Agustus,2857742,2019,Bawah
2015Z015205,Dylan Lopez,2006-04-13,Civil Engineering,2015,Genap,5000000,1106276,Januari,3691412,2019,Bawah
2015Z018617,Jessica Perez,2003-04-18,Computer Science,2015,Gasal,7670715,953424,Agustus,6598662,2019,Menengah
2015Z013115,Taylor Mitchell,2005-05-13,Civil Engineering,2015,Genap,5000000,2660526,Januari,3654478,2019,Bawah
2015Z004476,Daniel Mora,1998-04-16,Computer Science,2015,Genap,7670715,125279,Januari,4505492,2019,Bawah
2015Z025385,Susan Morales,1997-08-10,Mechanical Engineering,2015,Genap,5000000,2205377,Januari,7812429,2019,Menengah
2015Z020423,Joseph Dickerson,2003-02-23,Civil Engineering,2015,Genap,5000000,3777655,Januari,4859119,2019,Bawah
2015Z027773,Jessica Rodriguez,1998-04-11,Computer Science,2015,Genap,7670715,2070668,Januari,2664436,2019,Bawah
2015Z015413,Hannah Anderson,2002-01-20,Civil Engineering,2015,Gasal,5000000,1327687,Agustus,8213994,2019,Menengah
2015Z006903,Stephanie Cunningham,2005-06-11,Civil Engineering,2015,Genap,5000000,2069999,Januari,2669220,2019,Bawah
2015Z003711,Spencer Strickland,2001-12-03,Computer Science,2015,Genap,7670715,4734405,Januari,7531692,2019,Menengah
2015Z000429,Sean Aguirre,1998-07-12,Chemical Engineering,2015,Gasal,6663169,3636169,Agustus,6017057,2019,Menengah
2015Z018963,Andrew Mitchell,2001-08-03,Computer Science,2015,Gasal,7670715,4931990,Agustus,6592803,2019,Menengah
2015Z002565,Jorge Lawson,1997-08-16,Electrical Engineering,2015,Genap,6691529,2278067,Januari,4944794,2019,Bawah
2015Z010677,Ruth Johnson,2003-05-16,Computer Science,2015,Gasal,7670715,399113,Agustus,2845328,2019,Bawah
2015Z021255,Peter Boyd,2002-01-16,Chemical Engineering,2015,Genap,6663169,1009884,Januari,3082779,2019,Bawah
2015Z018544,Tiffany Thompson,2001-09-05,Chemical Engineering,2015,Gasal,6663169,1515629,Agustus,3917994,2019,Bawah
2015Z026157,Angela Mcdaniel,2003-01-06,Mechanical Engineering,2015,Gasal,5000000,1623787,Agustus,2990479,2019,Bawah
2015Z010128,Robert Evans,2000-06-22,Mechanical Engineering,2015,Genap,5000000,2000416,Januari,2532997,2019,Bawah
2015Z003190,Aaron Williams,2003-10-20,Chemical Engineering,2015,Gasal,6663169,3245566,Agustus,7152474,2019,Menengah
2015Z024188,Jon Richards,1997-12-23,Electrical Engineering,2015,Gasal,6691529,3272764,Agustus,4879751,2019,Bawah
2015Z019051,Laura Hodges,2001-08-13,Computer Science,2015,Genap,7670715,1311747,Januari,1486432,2019,Bawah
2015Z027637,Dr. Elizabeth Jenkins PhD,2005-11-05,Civil Engineering,2015,Genap,5000000,3902398,Januari,9241071,2019,Menengah
2015Z021073,Morgan Compton,2005-09-17,Electrical Engineering,2015,Genap,6691529,1757731,Januari,1483472,2019,Bawah
2015Z009953,John Lopez,1997-08-25,Electrical Engineering,2015,Genap,6691529,1974548,Januari,9736680,2019,Menengah
2015Z007829,Michael Matthews,1999-06-24,Mechanical Engineering,2015,Genap,5000000,775221,Januari,2700863,2019,Bawah
2015Z005980,Samuel Lewis,2005-09-24,Electrical Engineering,2015,Gasal,6691529,1780025,Agustus,2372716,2019,Bawah
2015Z023677,Gina Page,2004-12-07,Computer Science,2015,Gasal,7670715,2484506,Agustus,3405202,2019,Bawah
2015Z012314,Gary James,1999-11-05,Mechanical Engineering,2015,Gasal,5000000,2841740,Agustus,3308585,2019,Bawah
2015Z005554,Amy Phillips,1999-03-16,Electrical Engineering,2015,Gasal,6691529,1647920,Agustus,3656472,2019,Bawah
2015Z004411,Anthony Hernandez,2004-06-27,Electrical Engineering,2015,Genap,6691529,545596,Januari,6391490,2019,Menengah
2015Z024158,Amanda Chapman,2005-05-24,Mechanical Engineering,2015,Genap,5000000,851106,Januari,1618665,2019,Bawah
2015Z016287,Donna Johnson,2000-11-12,Chemical Engineering,2015,Genap,6663169,3735047,Januari,2116899,2019,Bawah
2015Z021250,Kayla Walker,2002-01-05,Mechanical Engineering,2015,Gasal,5000000,641680,Agustus,3052643,2019,Bawah
2015Z009280,Lindsey Willis,2002-04-11,Chemical Engineering,2015,Genap,6663169,4348076,Januari,7081807,2019,Menengah
2015Z024211,Tamara Walton,2003-02-17,Civil Engineering,2015,Gasal,5000000,3724368,Agustus,7059403,2019,Menengah
2015Z007908,Dr. Patrick Thompson,2003-08-03,Electrical Engineering,2015,Gasal,6691529,2525446,Agustus,9498318,2019,Menengah
2015Z006272,Brittney Trujillo,1998-04-13,Mechanical Engineering,2015,Genap,5000000,3610536,Januari,2450282,2019,Bawah
2015Z010690,Karen Cross,1998-10-10,Mechanical Engineering,2015,Gasal,5000000,1163578,Agustus,8307338,2019,Menengah
2015Z028805,Timothy Hunter,2002-11-04,Computer Science,2015,Genap,7670715,479874,Januari,4928179,2019,Bawah
2015Z009626,Misty Mitchell,2003-05-15,Computer Science,2015,Gasal,7670715,651159,Agustus,2669008,2019,Bawah
2015Z002755,Nichole Lara,2001-04-08,Civil Engineering,2015,Genap,5000000,808851,Januari,6785430,2019,Menengah
2015Z015543,Robert Mills,2004-05-25,Chemical Engineering,2015,Genap,6663169,4855327,Januari,4435838,2019,Bawah
2015Z009586,Jason Reyes,2004-02-04,Electrical Engineering,2015,Genap,6691529,2691618,Januari,3861310,2019,Bawah
2015Z007570,Leah Wilson,2001-03-12,Civil Engineering,2015,Genap,5000000,2638291,Januari,1232373,2019,Bawah
2015Z007582,Zachary Gomez,1998-08-20,Electrical Engineering,2015,Genap,6691529,3078823,Januari,6791210,2019,Menengah
2015Z025211,Tiffany Nicholson,2004-05-15,Electrical Engineering,2015,Gasal,6691529,1098947,Agustus,4356862,2019,Bawah
2015Z000853,Stephanie Phillips,2003-12-29,Chemical Engineering,2015,Gasal,6663169,100870,Agustus,1873284,2019,Bawah
2015Z020180,James Ho,1998-03-20,Computer Science,2015,Genap,7670715,2333262,Januari,4465584,2019,Bawah
2015Z005842,Ryan Maxwell,2006-01-25,Computer Science,2015,Genap,7670715,805542,Januari,3138898,2019,Bawah
2015Z012442,Ashley Davis,1999-12-17,Mechanical Engineering,2015,Genap,5000000,3100362,Januari,2573082,2019,Bawah
2015Z006952,Steven Stein,1998-12-05,Civil Engineering,2015,Genap,5000000,972123,Januari,1346797,2019,Bawah
2015Z007488,Gregory Watkins,1999-04-28,Chemical Engineering,2015,Genap,6663169,231549,Januari,7791430,2019,Menengah
2015Z027545,Shawn Reyes,2004-09-05,Electrical Engineering,2015,Gasal,6691529,2025535,Agustus,4063074,2019,Bawah
2015Z012362,Susan Wilkerson,2004-12-20,Electrical Engineering,2015,Gasal,6691529,3419097,Agustus,1987279,2019,Bawah
2015Z026970,Samantha Wilson,2002-09-25,Chemical Engineering,2015,Genap,6663169,2629251,Januari,2924400,2019,Bawah
2015Z028028,Kelly Ross,2005-08-31,Mechanical Engineering,2015,Gasal,5000000,1062433,Agustus,1491590,2019,Bawah
2015Z004190,Joseph Lopez,2003-10-28,Electrical Engineering,2015,Gasal,6691529,117514,Agustus,9766612,2019,Menengah
2015Z013608,Nicole Gonzales,2006-03-11,Mechanical Engineering,2015,Genap,5000000,1065989,Januari,4350609,2019,Bawah
2015Z029977,Alexander Mcintyre,2004-03-23,Electrical Engineering,2015,Genap,6691529,1246854,Januari,8547556,2019,Menengah
2015Z003243,Megan Gamble,1999-03-22,Mechanical Engineering,2015,Genap,5000000,2363776,Januari,2276898,2019,Bawah
2015Z022038,Meagan Zimmerman,2002-02-01,Civil Engineering,2015,Genap,5000000,3387556,Januari,9343692,2019,Menengah
2015Z014965,Bruce Stone,2005-12-10,Mechanical Engineering,2015,Genap,5000000,395520,Januari,7651633,2019,Menengah
2015Z028976,Derek Jimenez,2005-11-28,Mechanical Engineering,2015,Genap,5000000,1751961,Januari,4965878,2019,Bawah
2015Z021985,Andrea Miller,2005-12-17,Electrical Engineering,2015,Gasal,6691529,1695158,Agustus,3460504,2019,Bawah
2015Z031360,Kevin Berg,2002-06-28,Mechanical Engineering,2015,Gasal,5000000,1772107,Agustus,7693513,2019,Menengah
2015Z003411,Mary Fisher,2000-01-01,Civil Engineering,2015,Genap,5000000,3926004,Januari,1268114,2019,Bawah
2015Z013244,Anthony Johnson,1999-04-14,Electrical Engineering,2015,Genap,6691529,4810109,Januari,2765661,2019,Bawah
2015Z006913,Michael Sparks,2001-11-14,Electrical Engineering,2015,Gasal,6691529,941155,Agustus,1014458,2019,Bawah
2015Z027504,Heather Bernard,2001-06-03,Chemical Engineering,2015,Genap,6663169,2803724,Januari,6367267,2019,Menengah
2015Z029882,Bryan Glover,1998-08-05,Electrical Engineering,2015,Genap,6691529,2375077,Januari,4249079,2019,Bawah
2015Z029620,Shelby Gibson,1997-10-15,Mechanical Engineering,2015,Genap,5000000,2865598,Januari,3978966,2019,Bawah
2015Z002362,Samantha Chan,2000-05-17,Chemical Engineering,2015,Gasal,6663169,1371705,Agustus,8950359,2019,Menengah
2015Z008833,Steven Hall,2002-05-09,Computer Science,2015,Genap,7670715,1167200,Januari,4323503,2019,Bawah
2015Z003814,Michael Edwards,2004-12-23,Mechanical Engineering,2015,Genap,5000000,2060563,Januari,6586321,2019,Menengah
2015Z018708,Samantha Mosley,1998-12-14,Mechanical Engineering,2015,Gasal,5000000,533545,Agustus,3482493,2019,Bawah
2015Z017167,Nicholas Hall,1997-10-22,Computer Science,2015,Gasal,7670715,4206469,Agustus,6157587,2019,Menengah
2015Z011627,John Nelson,2001-05-20,Computer Science,2015,Gasal,7670715,3699524,Agustus,7721948,2019,Menengah
2015Z021915,Kaitlin Long,2000-02-05,Civil Engineering,2015,Gasal,5000000,1967495,Agustus,1934650,2019,Bawah
2015Z020227,Cory Medina,2000-09-27,Mechanical Engineering,2015,Genap,5000000,951683,Januari,4173903,2019,Bawah
2015Z007496,Robert Barker,2003-05-05,Chemical Engineering,2015,Gasal,6663169,4706659,Agustus,3124659,2019,Bawah
2015Z005804,John Wang,2005-01-23,Electrical Engineering,2015,Genap,6691529,1278461,Januari,8217614,2019,Menengah
2015Z008517,Paula Walker,2003-12-20,Civil Engineering,2015,Genap,5000000,786442,Januari,3474026,2019,Bawah
2015Z010505,Stacey Brewer,1998-07-27,Electrical Engineering,2015,Genap,6691529,4384457,Januari,2778757,2019,Bawah
2015Z031981,Felicia Johnson,2001-09-10,Mechanical Engineering,2015,Genap,5000000,941182,Januari,4009668,2019,Bawah
2015Z022918,Carlos Gregory,2004-01-08,Civil Engineering,2015,Genap,5000000,2724141,Januari,4019371,2019,Bawah
2015Z010325,Randy Wong,2003-06-27,Mechanical Engineering,2015,Gasal,5000000,4632318,Agustus,4212113,2019,Bawah
2015Z029058,Duane Wilson,2000-09-24,Chemical Engineering,2015,Genap,6663169,3948641,Januari,2872225,2019,Bawah
2015Z001427,Brent Orr PhD,2001-12-12,Computer Science,2015,Gasal,7670715,1999988,Agustus,7177647,2019,Menengah
2015Z028098,Thomas Robles,1999-01-27,Chemical Engineering,2015,Gasal,6663169,3776366,Agustus,8678168,2019,Menengah
2015Z024471,Diana Ramos,2005-06-05,Chemical Engineering,2015,Gasal,6663169,1797355,Agustus,3167440,2019,Bawah
2015Z027253,Wayne Love,2005-12-01,Mechanical Engineering,2015,Gasal,5000000,3681508,Agustus,3462731,2019,Bawah
2015Z006025,Gregory Adams,2002-05-10,Civil Engineering,2015,Gasal,5000000,2536189,Agustus,4328741,2019,Bawah
2015Z015579,Calvin Orozco,1997-10-28,Electrical Engineering,2015,Gasal,6691529,4407615,Agustus,1904342,2019,Bawah
2015Z028844,Zachary Hester,2005-12-04,Electrical Engineering,2015,Genap,6691529,3709909,Januari,2931450,2019,Bawah
2015Z018127,Steven Howard,1997-06-01,Civil Engineering,2015,Genap,5000000,2965361,Januari,3088946,2019,Bawah
2015Z002541,Gwendolyn Davis,2002-07-04,Chemical Engineering,2015,Genap,6663169,4588986,Januari,1842100,2019,Bawah
2015Z016426,Sheila Diaz,2001-08-10,Electrical Engineering,2015,Gasal,6691529,3746866,Agustus,7714832,2019,Menengah
2015Z031363,Michael Kennedy,2001-04-14,Chemical Engineering,2015,Genap,6663169,248215,Januari,4919596,2019,Bawah
2015Z004286,Adam Thornton,2005-12-15,Chemical Engineering,2015,Genap,6663169,4475292,Januari,2899270,2019,Bawah
2015Z026234,Brianna Burch,2000-09-27,Chemical Engineering,2015,Gasal,6663169,4530366,Agustus,8851559,2019,Menengah
2015Z023574,Antonio Wells,2000-06-14,Mechanical Engineering,2015,Genap,5000000,2181325,Januari,3486868,2019,Bawah
2015Z008526,Meagan Anderson,2001-09-24,Mechanical Engineering,2015,Genap,5000000,523114,Januari,4852059,2019,Bawah
2015Z003269,Michael Thompson,1998-03-21,Computer Science,2015,Genap,7670715,2056090,Januari,2615944,2019,Bawah
2015Z023911,Kristen Spencer,1999-12-10,Computer Science,2015,Genap,7670715,182334,Januari,4735196,2019,Bawah
2015Z017593,Robert Richard,2002-08-01,Electrical Engineering,2015,Genap,6691529,3623170,Januari,1747766,2019,Bawah
2015Z011428,Nathaniel Kelly,1998-09-12,Electrical Engineering,2015,Genap,6691529,4095203,Januari,4584093,2019,Bawah
